timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1744383600,Apr 11 2025 - 3:00pm,complete,N/A,NuPS,FC Espoo,N/A,1,0.00,0.00,1.41,0.64,3,1,4,1,1,0,"90'1,26,77","70",3,7,-1,-1,-1,-1,-1,-1,-1,-1,13,6,6,2,7,4,-1,-1,50,50,0.00,0.00,1.65,0.97,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.67,4.48,3.87,0.00,1.40,2.05,0.00,0.00,0.00,N/A
1744389000,Apr 11 2025 - 4:30pm,complete,N/A,Valtti,Futura,N/A,N/A,0.00,0.00,2.41,2.09,0,2,2,0,0,0,"","60,86",2,1,0,0,0,0,0,0,0,0,10,12,1,7,9,5,21,17,41,59,0.00,0.00,0.90,1.51,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.48,5.35,5.24,0.00,1.22,1.95,0.00,0.00,0.00,N/A
1744391700,Apr 11 2025 - 5:15pm,complete,N/A,PPJ / Lauttasaari,HJK / Kantsu,N/A,1,0.00,0.00,1.27,0.77,2,1,3,2,1,1,"34,52","27",7,4,0,0,0,0,0,0,0,0,11,9,5,4,6,5,7,12,60,40,0.00,0.00,1.34,1.07,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.65,4.03,3.75,0.00,1.22,1.62,0.00,0.00,0.00,Väinämöisen kenttä
1744391700,Apr 11 2025 - 5:15pm,complete,N/A,EPS II,VJS II,N/A,1,0.00,0.00,1.50,2.00,2,1,3,2,1,1,"37,90","30",2,11,-1,-1,-1,-1,-1,-1,-1,-1,12,19,5,8,7,11,-1,-1,47,53,0.00,0.00,1.44,2.41,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.99,4.20,3.00,0.00,1.20,1.55,1.95,0.00,0.00,Espoonlahden tekonurmi 2
1744452000,Apr 12 2025 - 10:00am,complete,N/A,ToTe,PPJ / Ruoholahti,N/A,N/A,0.00,0.00,1.91,1.45,2,0,2,1,1,0,"35,70","",4,6,-1,-1,-1,-1,-1,-1,-1,-1,9,3,4,2,5,1,-1,-1,46,54,0.00,0.00,1.24,0.70,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.25,5.00,7.00,0.00,1.40,2.25,0.00,0.00,0.00,N/A
1744459200,Apr 12 2025 - 12:00pm,complete,N/A,MPS Atletico Malmi,Lahti II,N/A,N/A,0.00,0.00,1.81,1.27,4,1,5,3,3,0,"24,36,19,66","50",8,1,-1,-1,-1,-1,-1,-1,-1,-1,14,4,8,1,6,3,-1,-1,50,50,0.00,0.00,1.81,0.59,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.21,6.00,9.35,0.00,1.22,0.00,0.00,0.00,0.00,Pukinmäki liikuntapuisto
1744459200,Apr 12 2025 - 12:00pm,complete,N/A,SibboV,Ponnistus,N/A,N/A,0.00,0.00,1.64,1.18,2,2,4,3,2,1,"17,15","57,21",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.51,4.33,4.67,0.00,1.22,0.00,0.00,0.00,0.00,N/A
1744461000,Apr 12 2025 - 12:30pm,complete,N/A,LPS,TuPS,N/A,1,0.00,0.00,1.55,1.55,1,2,3,2,1,1,"5","17,69",5,2,-1,-1,-1,-1,-1,-1,-1,-1,10,8,3,4,7,4,-1,-1,50,50,0.00,0.00,1.23,1.03,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.44,4.39,4.96,0.00,1.25,1.65,2.20,0.00,0.00,Hertta Areena
1744462800,Apr 12 2025 - 1:00pm,complete,N/A,SexyPöxyt,EsPa / Renat,N/A,1,0.00,0.00,1.45,0.18,5,1,6,2,2,0,"20,24,87,46,90'3","68",4,5,-1,-1,-1,-1,-1,-1,-1,-1,21,6,13,3,8,3,-1,-1,50,50,0.00,0.00,2.74,0.86,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.15,7.30,12.00,0.00,1.14,0.00,1.95,0.00,0.00,N/A
1744537500,Apr 13 2025 - 9:45am,complete,N/A,Finnkurd,EIF II,N/A,1,0.00,0.00,1.59,1.82,0,7,7,1,0,1,"","21,71,59,80,68,85,90",0,2,0,0,0,0,0,0,0,0,1,14,1,11,0,3,11,7,21,79,0.00,0.00,0.15,1.86,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,6.94,4.75,1.40,0.00,1.36,1.73,2.10,0.00,0.00,Pallomylly-halli
